3	0.3	0.4	0.8	2.4
5	0.3	0.4	0.8	2.5
10	0.3	0.4	0.8	2.4
20	0.3	0.4	0.8	2.4
50	0.3	0.4	0.8	2.3
100	0.3	0.4	0.9	2.4
500	0.3	0.4	0.8	2.4
1000	0.3	0.4	0.8	2.4
10000	0.3	0.4	0.8	2.4
